user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TARA_034_SRF_lt-0.22_bin.25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	GCF_900106935.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	97.41	0.92	GCF_900106935.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	97.41	0.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900103185.1, s__Sulfitobacter litoralis, 95.0, 88.45, 0.8; GCF_006064855.1, s__Sulfitobacter sp006064855, 95.0, 87.21, 0.73; GCA_002731875.1, s__Sulfitobacter sp002731875, 95.0, 81.29, 0.47; GCF_000156335.1, s__Sulfitobacter sp000156335, 95.0, 81.07, 0.62; GCF_003335585.1, s__Sulfitobacter sp003335585, 95.0, 80.56, 0.55; GCF_900116285.1, s__Sulfitobacter marinus, 95.0, 80.29, 0.54; GCF_001635605.1, s__Sulfitobacter sp001635605, 95.0, 79.39, 0.47; GCF_003611275.1, s__Sulfitobacter sp001634775, 95.0, 79.32, 0.5; GCF_900113435.1, s__Sulfitobacter dubius, 95.0, 79.25, 0.46; GCF_001650875.1, s__Sulfitobacter sp001650875, 95.0, 79.25, 0.5; GCA_002703405.1, s__Sulfitobacter sp002703405, 95.0, 79.12, 0.37; GCF_000172095.1, s__Sulfitobacter indolifex, 95.0, 79.09, 0.41; GCF_900102535.1, s__Sulfitobacter delicatus, 95.0, 78.85, 0.44; GCF_001634885.1, s__Sulfitobacter sp001634885, 95.0, 78.67, 0.42; GCF_003054325.1, s__Sulfitobacter mediterraneus, 95.0, 78.63, 0.4; GCF_000622325.1, s__Sulfitobacter geojensis, 95.0, 78.54, 0.41; GCF_900112755.1, s__Sulfitobacter brevis, 95.0, 78.5, 0.42; GCF_001886735.1, s__Sulfitobacter sp001886735, 95.0, 78.37, 0.44; GCF_000622405.1, s__Sulfitobacter donghicola, 95.0, 78.2, 0.27; GCF_000622365.1, s__Sulfitobacter noctilucae, 95.0, 78.04, 0.38; GCF_003352065.1, s__Sulfitobacter sp003352065, 95.0, 77.98, 0.32; GCF_000622385.1, s__Sulfitobacter noctilucicola, 95.0, 77.98, 0.32; GCF_003352085.1, s__Sulfitobacter sp003352085, 95.0, 77.57, 0.25; GCF_003610455.1, s__Sulfitobacter guttiformis, 95.0, 77.21, 0.23	90.06	11	N/A	N/A
TARA_034_SRF_lt-0.22_bin.30	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385	GCA_002694385.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385	95.39	0.95	GCA_002694385.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385	95.39	0.95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002706985.1, s__Sneathiella sp002706985, 95.0, 79.32, 0.4; GCA_006226265.1, s__Sneathiella sp006226265, 95.0, 78.1, 0.4; GCA_002732675.1, s__Sneathiella sp002732675, 95.0, 77.12, 0.19; GCA_002428885.1, s__Sneathiella sp002428885, 95.0, 76.26, 0.1; GCF_000616095.1, s__Sneathiella glossodoripedis, 95.0, 76.11, 0.05; GCA_002163135.1, s__Sneathiella sp002163135, 95.0, 75.76, 0.05	91.47	11	N/A	N/A
TARA_034_SRF_lt-0.22_bin.32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002414665	GCA_002414665.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002414665	99.95	0.96	GCA_002414665.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002414665	99.95	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002416125.1, s__Haliea sp002416125, 95.0, 90.55, 0.86; GCF_000423125.1, s__Haliea salexigens, 95.0, 81.87, 0.65; GCF_003719295.1, s__Haliea sp003719295, 95.0, 81.6, 0.66; GCA_002692965.1, s__Haliea sp002692965, 95.0, 78.67, 0.32; GCF_002868715.1, s__Haliea sp002868715, 95.0, 77.49, 0.25	89.29	11	N/A	N/A
TARA_034_SRF_lt-0.22_bin.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__	taxonomic classification defined by topology and ANI	N/A	GCF_001593005.1, s__Roseivirga ehrenbergii, 95.0, 87.1, 0.78; GCF_001592945.1, s__Roseivirga seohaensis, 95.0, 86.79, 0.77; GCF_001592935.1, s__Roseivirga echinicomitans, 95.0, 85.45, 0.76; GCA_002786855.1, s__Roseivirga sp002786855, 95.0, 77.96, 0.27; GCA_002427745.1, s__Roseivirga sp002427745, 95.0, 76.28, 0.07	96.65	11	0.9877248826851996	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_034_SRF_lt-0.22_bin.37	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685	GCA_002694685.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685	100.0	0.99	GCA_002694685.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685	100.0	0.99	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002911695.1, s__Gracilimonas amylolytica, 95.0, 78.84, 0.2; GCF_000375425.1, s__Gracilimonas tropica, 95.0, 78.21, 0.22; GCA_002696035.1, s__Gracilimonas sp002696035, 95.0, 78.09, 0.21; GCF_900182705.1, s__Gracilimonas mengyeensis, 95.0, 77.53, 0.18	93.83	11	N/A	N/A
TARA_034_SRF_lt-0.22_bin.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sp002364215	GCA_002364215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sp002364215	99.99	0.99	GCA_002364215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sp002364215	99.99	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001573155.1, s__Aequorivita aquimaris, 95.0, 90.52, 0.81; GCA_002715485.1, s__Aequorivita sp002715485, 95.0, 87.18, 0.83; GCA_002733915.1, s__Aequorivita sp002733915, 95.0, 85.49, 0.75; GCF_000952855.1, s__Aequorivita vladivostokensis, 95.0, 85.36, 0.76; GCF_001641085.1, s__Aequorivita soesokkakensis, 95.0, 83.1, 0.66; GCF_900489835.1, s__Aequorivita antarctica, 95.0, 80.89, 0.65; GCF_900489485.1, s__Aequorivita lipolytica, 95.0, 80.74, 0.64; GCF_900489465.1, s__Aequorivita sp900489465, 95.0, 80.47, 0.61; GCF_000265385.1, s__Aequorivita sublithincola, 95.0, 79.87, 0.55; GCF_000429125.1, s__Aequorivita capsosiphonis, 95.0, 78.69, 0.44; GCA_002375695.1, s__Aequorivita sp002375695, 95.0, 78.62, 0.41; GCF_006346335.1, s__Aequorivita sp006346335, 95.0, 78.25, 0.32; GCF_900106795.1, s__Aequorivita viscosa, 95.0, 77.83, 0.27; GCF_004022485.1, s__Aequorivita sp004022485, 95.0, 77.8, 0.2	97.82	11	N/A	N/A
TARA_034_SRF_lt-0.22_bin.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095	GCA_002706095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095	97.43	0.9	GCA_002706095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095	97.43	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900114205.1, s__Methylophaga sulfidovorans, 95.0, 84.56, 0.72; GCF_000214595.1, s__Methylophaga aminisulfidivorans, 95.0, 84.07, 0.72; GCA_002696735.1, s__Methylophaga sp002696735, 95.0, 79.13, 0.15; GCF_000156355.1, s__Methylophaga thiooxydans, 95.0, 78.66, 0.21; GCF_000260985.4, s__Methylophaga nitratireducenticrescens, 95.0, 77.92, 0.12; GCA_002363955.1, s__Methylophaga sp002363955, 95.0, 77.31, 0.12; GCF_000349205.1, s__Methylophaga lonarensis, 95.0, 77.09, 0.12; GCA_002354555.1, s__Methylophaga sp002354555, 95.0, 77.08, 0.14; GCF_001720165.1, s__Methylophaga muralis, 95.0, 76.99, 0.14; GCF_000260965.1, s__Methylophaga frappieri, 95.0, 76.95, 0.1; GCA_007117275.1, s__Methylophaga sp007117275, 95.0, 76.58, 0.09	78.57	11	N/A	N/A
TARA_036_SRF_lt-0.22_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__UBA5081 sp002415785	GCA_002415785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__UBA5081 sp002415785	99.98	0.98	GCA_002415785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__UBA5081 sp002415785	99.98	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.15	11	N/A	N/A
TARA_036_SRF_lt-0.22_bin.16	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__UBA4506;s__UBA4506 sp002388665	GCA_002388665.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__UBA4506;s__UBA4506 sp002388665	99.96	0.97	GCA_002388665.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__UBA4506;s__UBA4506 sp002388665	99.96	0.97	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.35	11	N/A	N/A
TARA_038_SRF_lt-0.22_bin.30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	GCF_002197985.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	97.07	0.95	GCF_002197985.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	97.07	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002903165.1, s__Pseudomonas_D oceani, 95.0, 87.54, 0.85; GCF_002307495.1, s__Pseudomonas_D abyssi, 95.0, 84.72, 0.77; GCF_900114765.1, s__Pseudomonas_D pachastrellae, 95.0, 84.17, 0.77; GCA_002296055.1, s__Pseudomonas_D sp002296055, 95.0, 82.92, 0.61; GCF_900105255.1, s__Pseudomonas_D sabulinigri, 95.0, 80.72, 0.63; GCF_002056295.1, s__Pseudomonas_D sp002056295, 95.0, 79.72, 0.47; GCF_900115905.1, s__Pseudomonas_D formosensis, 95.0, 79.69, 0.41; GCF_000939975.1, s__Pseudomonas_D saudimassiliensis, 95.0, 79.67, 0.38; GCF_900114825.1, s__Pseudomonas_D yangmingensis, 95.0, 79.46, 0.4; GCF_002979975.1, s__Pseudomonas_D sp002979975, 95.0, 79.4, 0.41; GCF_003797905.1, s__Pseudomonas_D sp002683975, 95.0, 79.32, 0.49; GCF_900114735.1, s__Pseudomonas_D bauzanensis, 95.0, 79.14, 0.39; GCF_900105005.1, s__Pseudomonas_D litoralis, 95.0, 78.92, 0.34; GCF_900104945.1, s__Pseudomonas_D xinjiangensis, 95.0, 78.84, 0.37; GCA_002840055.1, s__Pseudomonas_D sp002840055, 95.0, 78.82, 0.29; GCF_900105655.1, s__Pseudomonas_D salegens, 95.0, 78.5, 0.32; GCF_000410875.1, s__Pseudomonas_D pelagia, 95.0, 78.39, 0.36; GCA_007117785.1, s__Pseudomonas_D sp007117785, 95.0, 78.38, 0.36	85.32	11	N/A	N/A
TARA_038_SRF_lt-0.22_bin.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	GCF_000682775.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	95.75	0.85	GCF_000682775.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	95.75	0.85	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002414505.1, s__Hyphomonas sp002414505, 95.0, 85.68, 0.65; GCF_000682715.1, s__Hyphomonas atlantica, 95.0, 82.36, 0.63; GCA_002695785.1, s__Hyphomonas sp002695785, 95.0, 79.82, 0.45; GCF_000682675.1, s__Hyphomonas sp000682675, 95.0, 79.78, 0.46; GCF_000682755.1, s__Hyphomonas beringensis, 95.0, 79.78, 0.47; GCA_000961795.1, s__Hyphomonas sp000961795, 95.0, 79.24, 0.3; GCF_000682695.1, s__Hyphomonas chukchiensis, 95.0, 79.03, 0.34; GCF_000685295.1, s__Hyphomonas oceanitis, 95.0, 79.03, 0.31; GCA_002700305.1, s__Hyphomonas sp002700305, 95.0, 78.78, 0.34; GCA_000961695.1, s__Hyphomonas sp000961695, 95.0, 78.75, 0.34; GCF_000682735.1, s__Hyphomonas sp000682735, 95.0, 78.75, 0.35; GCF_000685215.1, s__Hyphomonas jannaschiana, 95.0, 78.46, 0.33; GCF_000685235.1, s__Hyphomonas adhaerens, 95.0, 78.37, 0.33; GCF_000685275.1, s__Hyphomonas johnsonii, 95.0, 78.02, 0.31; GCF_000685315.1, s__Hyphomonas polymorpha, 95.0, 77.66, 0.22; GCA_002282565.1, s__Hyphomonas sp002282565, 95.0, 77.48, 0.21; GCA_001464545.1, s__Hyphomonas sp001464545, 95.0, 77.36, 0.23; GCF_000013025.1, s__Hyphomonas neptunium, 95.0, 77.31, 0.21; GCA_002841155.1, s__Hyphomonas sp002841155, 95.0, 77.28, 0.22; GCA_003486945.1, s__Hyphomonas sp003486945, 95.0, 77.22, 0.17	85.02	11	N/A	N/A
TARA_041_SRF_0.1-0.22_bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter sp002306875	GCA_002306875.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter sp002306875	98.1	0.94	GCA_002306875.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter sp002306875	98.1	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000422345.1, s__Spongiibacter marinus, 95.0, 94.68, 0.92; GCF_000420325.1, s__Spongiibacter tropicus, 95.0, 78.97, 0.33	65.54	11	N/A	N/A
TARA_041_SRF_0.1-0.22_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002692725	GCA_002692725.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002692725	99.97	0.95	GCA_002692725.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002692725	99.97	0.95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002173095.1, s__Ponticaulis sp002173095, 95.0, 78.4, 0.26; GCA_002701295.1, s__Ponticaulis sp002701295, 95.0, 78.13, 0.27; GCA_002699325.1, s__Ponticaulis sp002699325, 95.0, 77.7, 0.29; GCA_002723155.1, s__Ponticaulis sp002723155, 95.0, 77.59, 0.2; GCA_002338565.1, s__Ponticaulis sp002338565, 95.0, 77.31, 0.23; GCF_000420665.1, s__Ponticaulis koreensis, 95.0, 77.24, 0.22	93.06	11	N/A	N/A
TARA_041_SRF_lt-0.22_bin.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	GCA_002363955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	98.82	0.95	GCA_002363955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	98.82	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001720165.1, s__Methylophaga muralis, 95.0, 83.61, 0.75; GCA_002354555.1, s__Methylophaga sp002354555, 95.0, 83.58, 0.73; GCA_002696735.1, s__Methylophaga sp002696735, 95.0, 83.08, 0.73; GCF_000260985.4, s__Methylophaga nitratireducenticrescens, 95.0, 83.02, 0.66; GCF_000349205.1, s__Methylophaga lonarensis, 95.0, 77.32, 0.2; GCF_000260965.1, s__Methylophaga frappieri, 95.0, 77.2, 0.14; GCA_002706095.1, s__Methylophaga sp002706095, 95.0, 77.14, 0.13; GCA_007117275.1, s__Methylophaga sp007117275, 95.0, 76.86, 0.2; GCF_900114205.1, s__Methylophaga sulfidovorans, 95.0, 76.85, 0.14; GCF_000156355.1, s__Methylophaga thiooxydans, 95.0, 76.77, 0.13; GCF_000214595.1, s__Methylophaga aminisulfidivorans, 95.0, 76.73, 0.15	77.7	11	N/A	N/A
TARA_042_SRF_0.22-1.6_bin.19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lohafexi_A	GCF_002844235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lohafexi_A	97.8	0.95	GCF_002844235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lohafexi_A	97.8	0.95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003326675.1, s__Thalassospira profundimaris_D, 95.0, 87.44, 0.85; GCF_003326795.1, s__Thalassospira profundimaris_C, 95.0, 86.32, 0.84; GCA_002709775.1, s__Thalassospira sp002709775, 95.0, 84.04, 0.71; GCF_000300275.1, s__Thalassospira profundimaris, 95.5, 83.99, 0.77; GCF_003403095.1, s__Thalassospira indica, 95.0, 83.98, 0.76; GCF_000948415.1, s__Thalassospira sp000948415, 95.0, 83.97, 0.75; GCF_001662875.1, s__Thalassospira tepidiphila, 95.5, 83.92, 0.76; GCF_001613795.1, s__Thalassospira sp001613795, 95.0, 83.5, 0.72; GCF_000763295.1, s__Thalassospira australica, 95.0, 83.11, 0.71; GCF_000421265.1, s__Thalassospira lucentensis, 95.88, 82.32, 0.73; GCF_002844275.1, s__Thalassospira lohafexi, 95.88, 82.31, 0.76; GCF_003326475.1, s__Thalassospira xianhensis, 95.0, 81.53, 0.66; GCF_002115785.1, s__Thalassospira sp002115785, 95.0, 81.5, 0.68; GCF_000300235.2, s__Thalassospira xiamenensis, 95.0, 81.4, 0.67; GCF_001613805.1, s__Thalassospira lucentensis_A, 95.0, 81.37, 0.68; GCF_002115745.1, s__Thalassospira alkalitolerans, 95.0, 80.67, 0.66; GCF_002844375.1, s__Thalassospira marina, 95.0, 79.22, 0.48; GCF_003326755.1, s__Thalassospira profundimaris_B, 95.0, 78.85, 0.41; GCF_001907695.1, s__Thalassospira sp001907695, 95.0, 78.83, 0.41; GCF_002115825.1, s__Thalassospira sp002115825, 95.0, 78.56, 0.39; GCF_002115755.1, s__Thalassospira mesophila, 95.0, 78.53, 0.42	83.89	11	N/A	N/A
TARA_042_SRF_lt-0.22_bin.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	GCA_002363955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	98.85	0.94	GCA_002363955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	98.85	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001720165.1, s__Methylophaga muralis, 95.0, 83.59, 0.76; GCA_002354555.1, s__Methylophaga sp002354555, 95.0, 83.57, 0.72; GCA_002696735.1, s__Methylophaga sp002696735, 95.0, 83.11, 0.73; GCF_000260985.4, s__Methylophaga nitratireducenticrescens, 95.0, 82.97, 0.67; GCF_000349205.1, s__Methylophaga lonarensis, 95.0, 77.33, 0.2; GCF_000260965.1, s__Methylophaga frappieri, 95.0, 77.21, 0.14; GCA_002706095.1, s__Methylophaga sp002706095, 95.0, 77.18, 0.13; GCA_007117275.1, s__Methylophaga sp007117275, 95.0, 76.92, 0.2; GCF_900114205.1, s__Methylophaga sulfidovorans, 95.0, 76.9, 0.14; GCF_000214595.1, s__Methylophaga aminisulfidivorans, 95.0, 76.81, 0.15; GCF_000156355.1, s__Methylophaga thiooxydans, 95.0, 76.76, 0.13	77.7	11	N/A	N/A
TARA_042_SRF_lt-0.22_bin.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pusillimonas_A;s__Pusillimonas_A sp002384935	GCA_002384935.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pusillimonas_A;s__Pusillimonas_A sp002384935	99.98	0.97	GCA_002384935.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pusillimonas_A;s__Pusillimonas_A sp002384935	99.98	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pusillimonas_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003576595.1, s__Pusillimonas_A sp002359265, 95.0, 83.62, 0.73; GCA_002694155.1, s__Pusillimonas_A sp002694155, 95.0, 81.82, 0.42; GCF_002236805.1, s__Pusillimonas_A sp002236805, 95.0, 77.82, 0.21	98.12	11	N/A	N/A
