user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TARA_034_SRF_lt-0.22C2321	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095	GCA_002706095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095	97.42	0.91	GCA_002706095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002706095	97.42	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900114205.1, s__Methylophaga sulfidovorans, 95.0, 84.56, 0.72; GCF_000214595.1, s__Methylophaga aminisulfidivorans, 95.0, 83.98, 0.73; GCF_000156355.1, s__Methylophaga thiooxydans, 95.0, 78.7, 0.21; GCA_002696735.1, s__Methylophaga sp002696735, 95.0, 77.91, 0.15; GCF_000260985.4, s__Methylophaga nitratireducenticrescens, 95.0, 77.72, 0.12; GCA_002363955.1, s__Methylophaga sp002363955, 95.0, 77.16, 0.12; GCF_000349205.1, s__Methylophaga lonarensis, 95.0, 77.09, 0.12; GCF_001720165.1, s__Methylophaga muralis, 95.0, 76.99, 0.14; GCF_000260965.1, s__Methylophaga frappieri, 95.0, 76.95, 0.1; GCA_002354555.1, s__Methylophaga sp002354555, 95.0, 76.91, 0.14; GCA_007117275.1, s__Methylophaga sp007117275, 95.0, 76.58, 0.09	78.47	11	N/A	N/A
TARA_034_SRF_lt-0.22C23786	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__	taxonomic classification defined by topology and ANI	N/A	GCF_001593005.1, s__Roseivirga ehrenbergii, 95.0, 87.11, 0.78; GCF_001592945.1, s__Roseivirga seohaensis, 95.0, 86.96, 0.78; GCF_001592935.1, s__Roseivirga echinicomitans, 95.0, 85.44, 0.76; GCA_002786855.1, s__Roseivirga sp002786855, 95.0, 77.99, 0.27; GCA_002427745.1, s__Roseivirga sp002427745, 95.0, 76.28, 0.07	96.65	11	0.9877248826851996	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_034_SRF_lt-0.22C2971	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385	GCA_002694385.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385	95.35	0.93	GCA_002694385.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385	95.35	0.93	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002706985.1, s__Sneathiella sp002706985, 95.0, 79.77, 0.41; GCA_006226265.1, s__Sneathiella sp006226265, 95.0, 78.12, 0.4; GCA_002732675.1, s__Sneathiella sp002732675, 95.0, 77.19, 0.19; GCA_002428885.1, s__Sneathiella sp002428885, 95.0, 76.31, 0.1; GCF_000616095.1, s__Sneathiella glossodoripedis, 95.0, 76.22, 0.05; GCA_002163135.1, s__Sneathiella sp002163135, 95.0, 75.87, 0.05	98.1	11	N/A	N/A
TARA_034_SRF_lt-0.22C617	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	GCF_900106935.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	97.31	0.91	GCF_900106935.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	97.31	0.91	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900103185.1, s__Sulfitobacter litoralis, 95.0, 88.35, 0.8; GCF_006064855.1, s__Sulfitobacter sp006064855, 95.0, 87.15, 0.72; GCA_002731875.1, s__Sulfitobacter sp002731875, 95.0, 81.05, 0.46; GCF_000156335.1, s__Sulfitobacter sp000156335, 95.0, 81.02, 0.61; GCF_003335585.1, s__Sulfitobacter sp003335585, 95.0, 80.42, 0.54; GCF_900116285.1, s__Sulfitobacter marinus, 95.0, 80.14, 0.53; GCF_003611275.1, s__Sulfitobacter sp001634775, 95.0, 79.31, 0.49; GCF_001650875.1, s__Sulfitobacter sp001650875, 95.0, 79.29, 0.5; GCF_001635605.1, s__Sulfitobacter sp001635605, 95.0, 79.29, 0.46; GCF_900113435.1, s__Sulfitobacter dubius, 95.0, 79.19, 0.45; GCF_000172095.1, s__Sulfitobacter indolifex, 95.0, 79.1, 0.41; GCF_001886735.1, s__Sulfitobacter sp001886735, 95.0, 79.04, 0.45; GCA_002703405.1, s__Sulfitobacter sp002703405, 95.0, 79.01, 0.36; GCF_900102535.1, s__Sulfitobacter delicatus, 95.0, 78.83, 0.43; GCF_001634885.1, s__Sulfitobacter sp001634885, 95.0, 78.6, 0.41; GCF_003054325.1, s__Sulfitobacter mediterraneus, 95.0, 78.52, 0.39; GCF_000622325.1, s__Sulfitobacter geojensis, 95.0, 78.51, 0.4; GCF_900112755.1, s__Sulfitobacter brevis, 95.0, 78.44, 0.41; GCF_000622405.1, s__Sulfitobacter donghicola, 95.0, 78.05, 0.26; GCF_000622365.1, s__Sulfitobacter noctilucae, 95.0, 77.92, 0.37; GCF_000622385.1, s__Sulfitobacter noctilucicola, 95.0, 77.91, 0.31; GCF_003352065.1, s__Sulfitobacter sp003352065, 95.0, 77.82, 0.3; GCF_003352085.1, s__Sulfitobacter sp003352085, 95.0, 77.48, 0.24; GCF_003610455.1, s__Sulfitobacter guttiformis, 95.0, 77.11, 0.23	83.59	11	N/A	N/A
TARA_034_SRF_lt-0.22C6563	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002414665	GCA_002414665.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002414665	99.91	0.94	GCA_002414665.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002414665	99.91	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002416125.1, s__Haliea sp002416125, 95.0, 90.51, 0.84; GCF_000423125.1, s__Haliea salexigens, 95.0, 81.94, 0.66; GCF_003719295.1, s__Haliea sp003719295, 95.0, 81.27, 0.66; GCA_002692965.1, s__Haliea sp002692965, 95.0, 78.27, 0.31; GCF_002868715.1, s__Haliea sp002868715, 95.0, 77.5, 0.25	86.81	11	N/A	N/A
TARA_034_SRF_lt-0.22C89	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	GCF_000682775.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	95.76	0.87	GCF_000682775.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	95.76	0.87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002414505.1, s__Hyphomonas sp002414505, 95.0, 85.86, 0.71; GCF_000682715.1, s__Hyphomonas atlantica, 95.0, 82.49, 0.61; GCF_000682675.1, s__Hyphomonas sp000682675, 95.0, 80.03, 0.48; GCF_000682755.1, s__Hyphomonas beringensis, 95.0, 79.82, 0.46; GCA_002695785.1, s__Hyphomonas sp002695785, 95.0, 79.82, 0.45; GCF_000682695.1, s__Hyphomonas chukchiensis, 95.0, 79.49, 0.35; GCA_000961795.1, s__Hyphomonas sp000961795, 95.0, 79.46, 0.31; GCF_000685295.1, s__Hyphomonas oceanitis, 95.0, 79.34, 0.32; GCF_000682735.1, s__Hyphomonas sp000682735, 95.0, 79.08, 0.36; GCA_000961695.1, s__Hyphomonas sp000961695, 95.0, 78.93, 0.36; GCA_002700305.1, s__Hyphomonas sp002700305, 95.0, 78.63, 0.35; GCF_000685235.1, s__Hyphomonas adhaerens, 95.0, 78.6, 0.34; GCF_000685215.1, s__Hyphomonas jannaschiana, 95.0, 78.53, 0.36; GCF_000685275.1, s__Hyphomonas johnsonii, 95.0, 78.07, 0.31; GCF_000685315.1, s__Hyphomonas polymorpha, 95.0, 77.96, 0.22; GCA_002282565.1, s__Hyphomonas sp002282565, 95.0, 77.61, 0.24; GCA_003486945.1, s__Hyphomonas sp003486945, 95.0, 77.54, 0.19; GCA_002841155.1, s__Hyphomonas sp002841155, 95.0, 77.51, 0.22; GCF_000013025.1, s__Hyphomonas neptunium, 95.0, 77.42, 0.23; GCA_001464545.1, s__Hyphomonas sp001464545, 95.0, 77.22, 0.25	93.61	11	N/A	N/A
TARA_036_SRF_0.22-1.6C10438	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__	taxonomic classification defined by topology and ANI	N/A	GCF_001044335.1, s__BACL14 sp001044335, 95.0, 92.13, 0.91; GCF_000156155.1, s__BACL14 sp000156155, 95.0, 92.13, 0.92; GCF_000168995.1, s__BACL14 sp000168995, 95.0, 76.29, 0.09; GCA_002384685.1, s__BACL14 sp002384685, 95.0, 76.01, 0.08	79.52	11	0.9975009797073522	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_036_SRF_0.22-1.6C1245	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002686835	GCA_002686835.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002686835	99.6	0.87	GCA_002686835.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002686835	99.6	0.87	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002692535.1, s__MB11C04 sp002692535, 95.0, 76.82, 0.04; GCA_002692605.1, s__MB11C04 sp002692605, 95.0, 76.77, 0.04; GCA_002167605.1, s__MB11C04 sp002167605, 95.0, 76.64, 0.03; GCA_002694035.1, s__MB11C04 sp002694035, 95.0, 76.6, 0.04; GCA_002477515.1, s__MB11C04 sp002477515, 95.0, 76.55, 0.02; GCA_002722545.1, s__MB11C04 sp002722545, 95.0, 76.52, 0.03; GCA_002713685.1, s__MB11C04 sp002713685, 95.0, 76.49, 0.04; GCA_002364975.1, s__MB11C04 sp002364975, 95.0, 76.29, 0.05; GCA_002726435.1, s__MB11C04 sp002726435, 95.0, 76.23, 0.03; GCA_002689665.1, s__MB11C04 sp002689665, 95.0, 76.11, 0.05; GCA_002167265.1, s__MB11C04 sp002167265, 95.0, 76.07, 0.04; GCA_002500665.1, s__MB11C04 sp002500665, 95.0, 76.02, 0.03; GCA_002171765.1, s__MB11C04 sp002171765, 95.0, 76.02, 0.06; GCA_002168015.1, s__MB11C04 sp002168015, 95.0, 76.01, 0.05; GCA_003448565.1, s__MB11C04 sp003448565, 95.0, 75.8, 0.05	87.2	11	N/A	N/A
TARA_036_SRF_lt-0.22C23512	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__UBA4506;s__UBA4506 sp002388665	GCA_002388665.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__UBA4506;s__UBA4506 sp002388665	99.96	0.96	GCA_002388665.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__UBA4506;s__UBA4506 sp002388665	99.96	0.96	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.83	11	N/A	N/A
TARA_036_SRF_lt-0.22C527	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__UBA5081 sp002415785	GCA_002415785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__UBA5081 sp002415785	99.98	0.98	GCA_002415785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__UBA5081 sp002415785	99.98	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.15	11	N/A	N/A
TARA_038_SRF_0.22-1.6C2821	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002690405	GCA_002690405.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002690405	98.96	0.96	GCA_002690405.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002690405	98.96	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002684495.1, s__UBA4421 sp002684495, 95.0, 90.69, 0.91; GCA_002704325.1, s__UBA4421 sp002704325, 95.0, 80.44, 0.55; GCA_002725095.1, s__UBA4421 sp002725095, 95.0, 78.24, 0.4; GCA_002348825.1, s__UBA4421 sp002348825, 95.0, 77.75, 0.35; GCA_002170355.2, s__UBA4421 sp002170355, 95.0, 77.14, 0.15; GCA_002704225.1, s__UBA4421 sp002704225, 95.0, 76.4, 0.05; GCA_002731575.1, s__UBA4421 sp002731575, 95.0, 76.39, 0.06; GCA_002727775.1, s__UBA4421 sp002727775, 95.0, 76.3, 0.02; GCA_002450255.1, s__UBA4421 sp002450255, 95.0, 76.14, 0.03; GCA_002389675.1, s__UBA4421 sp002389675, 95.0, 75.98, 0.03; GCA_002726925.1, s__UBA4421 sp002726925, 95.0, 75.97, 0.05; GCA_003230835.1, s__UBA4421 sp003230835, 95.0, 75.97, 0.03; GCA_002470275.1, s__UBA4421 sp002470275, 95.0, 75.96, 0.04; GCA_004213835.1, s__UBA4421 sp004213835, 95.0, 75.81, 0.04; GCA_002336645.1, s__UBA4421 sp002336645, 95.0, 75.8, 0.04; GCA_002390555.1, s__UBA4421 sp002390555, 95.0, 75.66, 0.06	92.02	11	N/A	N/A
TARA_038_SRF_lt-0.22C68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	GCF_002197985.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	97.05	0.93	GCF_002197985.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	97.05	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002903165.1, s__Pseudomonas_D oceani, 95.0, 87.59, 0.83; GCF_002307495.1, s__Pseudomonas_D abyssi, 95.0, 84.83, 0.75; GCF_900114765.1, s__Pseudomonas_D pachastrellae, 95.0, 84.27, 0.75; GCA_002296055.1, s__Pseudomonas_D sp002296055, 95.0, 82.93, 0.61; GCF_900105255.1, s__Pseudomonas_D sabulinigri, 95.0, 80.77, 0.61; GCF_002056295.1, s__Pseudomonas_D sp002056295, 95.0, 79.82, 0.46; GCF_000939975.1, s__Pseudomonas_D saudimassiliensis, 95.0, 79.8, 0.38; GCF_900115905.1, s__Pseudomonas_D formosensis, 95.0, 79.74, 0.4; GCF_900114825.1, s__Pseudomonas_D yangmingensis, 95.0, 79.6, 0.4; GCF_002979975.1, s__Pseudomonas_D sp002979975, 95.0, 79.51, 0.4; GCF_003797905.1, s__Pseudomonas_D sp002683975, 95.0, 79.46, 0.48; GCF_900114735.1, s__Pseudomonas_D bauzanensis, 95.0, 79.31, 0.38; GCF_900105005.1, s__Pseudomonas_D litoralis, 95.0, 79.16, 0.34; GCF_900104945.1, s__Pseudomonas_D xinjiangensis, 95.0, 78.94, 0.36; GCA_002840055.1, s__Pseudomonas_D sp002840055, 95.0, 78.84, 0.31; GCF_900105655.1, s__Pseudomonas_D salegens, 95.0, 78.67, 0.32; GCF_000410875.1, s__Pseudomonas_D pelagia, 95.0, 78.6, 0.35; GCA_007117785.1, s__Pseudomonas_D sp007117785, 95.0, 78.5, 0.37	93.63	11	N/A	N/A
TARA_038_SRF_lt-0.22C89	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	GCF_000682775.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	95.71	0.85	GCF_000682775.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	95.71	0.85	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002414505.1, s__Hyphomonas sp002414505, 95.0, 85.71, 0.64; GCF_000682715.1, s__Hyphomonas atlantica, 95.0, 82.47, 0.62; GCF_000682675.1, s__Hyphomonas sp000682675, 95.0, 79.86, 0.45; GCA_002695785.1, s__Hyphomonas sp002695785, 95.0, 79.84, 0.44; GCF_000682755.1, s__Hyphomonas beringensis, 95.0, 79.78, 0.46; GCA_000961795.1, s__Hyphomonas sp000961795, 95.0, 79.37, 0.3; GCF_000685295.1, s__Hyphomonas oceanitis, 95.0, 79.1, 0.31; GCF_000682695.1, s__Hyphomonas chukchiensis, 95.0, 79.06, 0.33; GCF_000682735.1, s__Hyphomonas sp000682735, 95.0, 78.91, 0.35; GCA_002700305.1, s__Hyphomonas sp002700305, 95.0, 78.78, 0.34; GCA_000961695.1, s__Hyphomonas sp000961695, 95.0, 78.71, 0.33; GCF_000685215.1, s__Hyphomonas jannaschiana, 95.0, 78.45, 0.33; GCF_000685235.1, s__Hyphomonas adhaerens, 95.0, 78.34, 0.33; GCF_000685275.1, s__Hyphomonas johnsonii, 95.0, 77.96, 0.3; GCF_000685315.1, s__Hyphomonas polymorpha, 95.0, 77.61, 0.22; GCA_002282565.1, s__Hyphomonas sp002282565, 95.0, 77.52, 0.21; GCA_001464545.1, s__Hyphomonas sp001464545, 95.0, 77.38, 0.23; GCA_002841155.1, s__Hyphomonas sp002841155, 95.0, 77.3, 0.22; GCF_000013025.1, s__Hyphomonas neptunium, 95.0, 77.29, 0.21; GCA_003486945.1, s__Hyphomonas sp003486945, 95.0, 77.22, 0.17	86.77	11	N/A	N/A
TARA_041_SRF_0.22-1.6C11285	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp002687495	GCA_002687495.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp002687495	99.78	0.86	GCA_002687495.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp002687495	99.78	0.86	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002167715.1, s__TMED27 sp002167715, 95.0, 77.28, 0.18	83.75	11	N/A	N/A
TARA_041_SRF_lt-0.22C1628	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	GCA_002363955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	98.82	0.95	GCA_002363955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002363955	98.82	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001720165.1, s__Methylophaga muralis, 95.0, 83.65, 0.76; GCA_002354555.1, s__Methylophaga sp002354555, 95.0, 83.58, 0.73; GCA_002696735.1, s__Methylophaga sp002696735, 95.0, 83.12, 0.73; GCF_000260985.4, s__Methylophaga nitratireducenticrescens, 95.0, 83.06, 0.66; GCF_000349205.1, s__Methylophaga lonarensis, 95.0, 77.41, 0.2; GCF_000260965.1, s__Methylophaga frappieri, 95.0, 77.28, 0.15; GCA_002706095.1, s__Methylophaga sp002706095, 95.0, 77.26, 0.13; GCA_007117275.1, s__Methylophaga sp007117275, 95.0, 77.0, 0.2; GCF_900114205.1, s__Methylophaga sulfidovorans, 95.0, 76.96, 0.14; GCF_000214595.1, s__Methylophaga aminisulfidivorans, 95.0, 76.83, 0.15; GCF_000156355.1, s__Methylophaga thiooxydans, 95.0, 76.79, 0.13	84.33	11	N/A	N/A
TARA_041_SRF_lt-0.22C216	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685	GCA_002694685.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685	99.99	1.0	GCA_002694685.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685	99.99	1.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002911695.1, s__Gracilimonas amylolytica, 95.0, 78.78, 0.18; GCF_000375425.1, s__Gracilimonas tropica, 95.0, 78.06, 0.22; GCA_002696035.1, s__Gracilimonas sp002696035, 95.0, 77.78, 0.23; GCF_900182705.1, s__Gracilimonas mengyeensis, 95.0, 77.41, 0.17	84.09	11	N/A	N/A
TARA_042_SRF_0.22-1.6C4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lohafexi_A	GCF_002844235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lohafexi_A	97.77	0.94	GCF_002844235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lohafexi_A	97.77	0.94	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003326675.1, s__Thalassospira profundimaris_D, 95.0, 87.43, 0.84; GCF_003326795.1, s__Thalassospira profundimaris_C, 95.0, 86.4, 0.83; GCF_003403095.1, s__Thalassospira indica, 95.0, 84.02, 0.75; GCF_000948415.1, s__Thalassospira sp000948415, 95.0, 84.0, 0.74; GCA_002709775.1, s__Thalassospira sp002709775, 95.0, 84.0, 0.7; GCF_000300275.1, s__Thalassospira profundimaris, 95.5, 83.98, 0.76; GCF_001662875.1, s__Thalassospira tepidiphila, 95.5, 83.95, 0.74; GCF_001613795.1, s__Thalassospira sp001613795, 95.0, 83.58, 0.71; GCF_000763295.1, s__Thalassospira australica, 95.0, 83.17, 0.7; GCF_000421265.1, s__Thalassospira lucentensis, 95.88, 82.36, 0.72; GCF_002844275.1, s__Thalassospira lohafexi, 95.88, 82.34, 0.75; GCF_002115785.1, s__Thalassospira sp002115785, 95.0, 81.59, 0.67; GCF_003326475.1, s__Thalassospira xianhensis, 95.0, 81.59, 0.65; GCF_000300235.2, s__Thalassospira xiamenensis, 95.0, 81.48, 0.66; GCF_001613805.1, s__Thalassospira lucentensis_A, 95.0, 81.42, 0.67; GCF_002115745.1, s__Thalassospira alkalitolerans, 95.0, 80.72, 0.65; GCF_002844375.1, s__Thalassospira marina, 95.0, 79.27, 0.47; GCF_003326755.1, s__Thalassospira profundimaris_B, 95.0, 78.91, 0.41; GCF_001907695.1, s__Thalassospira sp001907695, 95.0, 78.86, 0.4; GCF_002115825.1, s__Thalassospira sp002115825, 95.0, 78.63, 0.39; GCF_002115755.1, s__Thalassospira mesophila, 95.0, 78.59, 0.42	92.18	11	N/A	N/A
